Yr-rec,Yr-died,SP,TAG,x,y,E,N,FAM,SPECIES,Status 2020,DBH 2020,PM'20,Flag 2020,OBSERVATIONS 2020,DBH 2014,PM'14,FLAG'14,OBS'14,DBH 2009,PM'09,OBS'09
2009,2014,36,1559,16.3,19,41,69,AREC,Iriartea deltoidea,,,,,,,,MQ,,26,2.5,estimado
2009,,36,1560,14,18,39,68,AREC,Iriartea deltoidea,A,NM,2.3,,Zancos altos ,24.6,2.3,,Medido ,27,2.5,estimado
2009,,36,1561,11.3,18,36.3,68,EUPH,Sapium marmieri,A,75,2.5,,Estimado ,51,2.5,,estimado,51,2.5,estimado
2009,,36,1562,11.1,18,36.1,68,INDET,Liana,A,16.5,1.3,,,14.5,1.3,,,10.9,,
2009,,36,1563,14.2,24.7,39.2,74.7,AREC,Iriartea deltoidea,A,NM,2.3,,Zancos altos ,24.7,2.3,,Medido,24,2.3,estimado
2009,,36,1564,12.8,24.8,37.8,74.8,MELI,Trichilia solitudinis,A,32.7,1.3,,,29.6,1.3,,,26.8,,
2009,,36,1565,8,22.5,33,72.5,CARY,Caryocar amigdaliformis,A,27.4,1.3,,,25.7,1.3,,,25,,
2009,,36,1566,7.6,19,32.6,69,MYRI,Otoba parvifolia,A,18.1,1.3,,,17.7,1.3,,,17.5,,
2009,,36,1567,8,18.5,33,68.5,MELI,Guarea gomma,A,12.5,1.3,,,11.3,1.3,,,10.3,,
2009,,36,1568,8.2,16.2,33.2,66.2,MELI,Guarea macrophylla,A,14.8,1.3,,,14.4,1.3,,,12.4,,
2009,2020,36,1569,12,16,37,66,MELI,Guarea macrophylla,D,,,MD,,13.5,1.3,,,13.3,1.5,
2009,2014,36,1570,6.5,18,32,68,URTI,Pourouma minor,,,,,,,,MP,,11.4,1.4,
2009,,36,1571,6,19.5,31,69.5,CANN,Celtis schippii,A,30.9,1.3,,,28.6,1.3,,,27.5,,
2009,,36,1572,1.8,17,26.8,67,CLUS,Garcinia brasiliensis,A,26.6,1.3,,,24,1.3,,,22.3,,
2009,,36,1573,5,15.8,30,65.8,FABA,Pterocarpus rohrii,A,21.5,1.3,,,20.2,1.3,,,20,,
2009,,36,1574,4,12,29,62,ANNO,Trigynaea duckei,A,14.4,1.3,I,,14,1.3,,,13.5,,
2009,,36,1575,1.5,10.3,26.5,60.3,MALV,Guazuma ulmifolia,A,NM,3.5,,,49,3.5,,Estimado,49,3.5,"(PA 1408, irregular) old fallen fruit around trunk"
2009,,36,1576,2.5,7.4,27.5,57.4,RUBI,"rubiac ""succulent flattish 2ndries""",A,18.5,1.3,,,17.4,1.3,I,,16.1,,"v soft wet white inner bark, oxidising brown"
2009,,36,1577,5.5,7.6,30.5,57.6,FABA,Ormosia cf coarctata,A,12.2,1.3,,,11.5,1.3,,,10.4,,
2009,,36,1578,4.9,4.8,29.9,54.8,MYRI,Otoba parvifolia,A,46,1.4,,Medido con estrangulador ,41,1.4,,,41,,"Estrangulado por liana, DBH estimado"
2009,2014,36,1579,3.7,4.5,29,55,URTI,Pourouma minor,,,,,,,,M,,11.1,1.6,
2009,,36,1580,0.7,0.2,25.7,50.2,LECY,Gustavia augusta,A,15.4,1.3,,,13,1.3,,,11.3,1.3,
2009,,36,1581,4.5,3.1,29.5,53.1,AREC,Astrocaryum murumuru,A,16.8,1.3,,,16.8,1.3,,,16.6,1.4,
2009,,36,1582,8.3,7.5,33.3,57.5,AREC,Iriartea deltoidea,A,NM,2.2,,Zancos altos ,21.7,2.2,,,21,2.5,estimado
2009,2014,36,1583,8.5,10,34,60,PLGN,Triplaris americana,,,,,,,,MQ,,10.7,1.4,
2009,,36,1584,10,9.1,35,59.1,AREC,Iriartea deltoidea,A,22.4,1.3,,,22,1.3,,,21.8,,
2009,,36,1585,9.8,7,34.8,57,MORA,Poulsenia armata,A,27.7,1.3,,,25.1,1.3,,,22,,
2009,,36,1586,12.1,9,37.1,59,URTI,Pourouma cuspidata,A,20.2,1.3,,,15.2,1.3,,,10.1,,
2009,2014,36,1587,16,0.3,41,50,RUTA,Zanthoxylum kellermanii,,,,,,,,MU,,39.7,,distinct pale yellow bark w remnants of planar spines
2009,,36,1588,19,9,44,59,MELI,Trichilia elegans,A,15.2,1.3,"I, Q",,15.4,1.3,,,12.9,1.5,
2009,,36,1589,22.5,9.2,47.5,59.2,LAUR,Lauraceae sp,A,13,1.3,I,,12.8,1.3,IQ,,12.5,1.4,
2009,,37,1590,0.5,4.4,0.5,4.4,MORA,Pseudolmedia laevis,A,53.8,1.5,,,47.6,1.5,,,45.5,,
2009,,37,1591,1.9,0.3,1.9,0.3,MALV,Matisia cordata,A,24.8,1.3,,,21.1,1.3,,,17.6,,
2009,,37,1592,7.1,3.6,7.1,3.6,LAUR,"laurac ""strong pleasant odor""",A,38.2,1.3,,,34.5,1.3,,,11.3,,
2009,,37,1593,5.5,3.7,5.5,3.7,ICAC,Calatola venezuelana,A,12.2,1.3,,,11.7,1.3,,,31.8,,Fruto
2009,,37,1594,7.6,5.5,7.6,5.5,FABA,Andira inermis,A,27.8,1.3,,,27.1,1.3,,,26.2,E,
2009,,37,1595,14.2,7.5,14.2,7.5,LAUR,Pleurothyrium krukovii,A,13.3,1.3,,,13.1,1.3,,,12.5,,
2009,,37,1596,2.1,10.9,2.1,10.9,MALV,"Quararibea ""narrow oblong""",A,20.2,1.3,,,19.1,1.3,,,18.8,,
2009,,37,1597,5.5,16.5,5.5,16.5,AREC,Iriartea deltoidea,A,27.2,1.55,,,24.9,1.3,,,24.3,1.5,
2009,,37,1598,10.8,14.2,10.8,14.2,MORA,Brosimum alicastrum,A,18.7,1.3,,,14.2,1.3,,,11.4,,
2009,2020,37,1599,11.4,17.5,11.4,17.5,URTI,Pourouma cuspidata,D,,,MD,,15.4,1.3,I,,14,,
2009,,37,1600,8,19.5,8,19.5,CANN,Celtis schippii,A,28,1.3,,,24.2,1.3,,,21.5,,
2009,,37,1601,5.3,19.2,5.3,19.2,MORA,Clarisia racemosa,A,20.9,1.3,,,20.7,1.3,,,20.3,,
2009,,37,1602,0,23,0,23,BORA,Cordia cf ucayaliensis,A,28.1,1.3,,,27.4,1.3,,,27.2,1.4,
2009,,37,1603,3.4,23,3.4,23,MYRI,Otoba parvifolia,A,14.8,1.5,,,12.9,1.5,,Cambio x deformacion,12.5,,
2009,,37,1604,10.2,23.8,10.2,23.8,MYRI,Otoba parvifolia,A,45.9,1.3,,,42.5,1.3,,,39.9,,
2009,,37,1605,11.1,23.4,11.1,23.4,MORA,Sorocea pileata,A,14,1.3,,,13.3,1.3,,,12.6,,
2009,2020,37,1606,12.8,22.1,12.8,22.1,MELI,Guarea macrophylla,D,,,MUE,,17.3,1.3,,,14.9,,
2009,?,37,1607,14.6,21.7,14.6,21.7,MYRI,Virola calophylla ,A?,36.5,1.3,MP?,Copa sin hojas,36.2,1.3,,,35,,
2009,,37,1608,18.1,21.1,18.1,21.1,ANNO,Trigynaea duckei,A,14,1.4,E,PM encima de placa,14.3,1.4,I,,12.8,1.4,Inclinado
2009,,37,1609,19.4,23.3,19.4,23.3,AREC,Iriartea deltoidea,A,NM,1.7,,Aletas altas,19.7,1.7,,,18.3,,
2009,2014,37,1610,18.5,19,19,19,URTI,Pourouma minor,,,,,,,,MU,,12.3,,
2009,2014,37,1611,21.8,15.4,22,15,URTI,Pourouma cuspidata,,,,,,,,MP,,24.7,,
2009,2020,37,1612,17.7,15.3,17.7,15.3,FABA,"inga ""6 pairs wingless pubescent""",D,,,MD,,10,1.3,Q=11m,,10.5,,
2009,2014,37,1613,15.2,15.2,15,15,URTI,Cecropia cf membranacea,,,,,,,,MU,,29.4,1.8,
2009,,37,1614,15.9,13.6,15.9,13.6,EUPH,Mabea maynensis,A,20.8,1.3,,,16.8,1.3,,,15.8,,
2009,,37,1615,23.8,10.5,23.8,10.5,NYCT,"neea/guapira ""succulent faint venation""",A,11.2,1.3,,,10.7,1.3,,,10.5,,
2009,,37,1616,22.7,10.2,22.7,10.2,URTI,Pourouma cuspidata,A,12.5,1.3,I,PM sobre la placa,36,1.3,,Can,28.5,,
2009,,37,1617,22.2,7.7,22.2,7.7,ANNO,Trigynaea duckei,A,12.4,1.3,"E, Rb",PM sobre la placa,12.1,1.3,I,,11.7,,
2009,,37,1618,20.9,3.7,20.9,3.7,MALV,Theobroma cacao,A,15.7,1.3,,,14.7,1.3,,,13,,Inclinado
2009,2020,37,1619,21.9,2,21.9,2,CELA,Maytenus magnifolia,D,,,MD,,15.7,1.3,,,15.7,,
2009,,37,1620,15.9,3.8,15.9,3.8,EUPH,Mabea maynensis,A,15.2,1.3,,,15.3,1.3,,,14.7,1.4,
2009,2014,37,1621,12.9,1.8,13,2,SALI,Hasseltia floribunda,,,,,,,,MU,,11.4,1.5,Inclinado
2009,2014,38,1622,0.7,0.9,26,1,AREC,Iriartea deltoidea,,,,,,,,MU,Muerto aplastado,22.5,,
2009,,38,1623,1.3,4.1,26.3,4.1,AREC,Socratea exorriza,A,NM,3.2,I,Zancos altas,14.1,3.2,,,17,2.9,estimado
2009,,38,1624,2.7,6.1,27.7,6.1,EUPH,Mabea maynensis,A,24.4,1.3,,,21.1,1.3,,,16,2,
2009,,38,1625,6.1,2.1,31.1,2.1,MELI,Cabralea canjerana,A,58.2,1.9,,,48.6,1.9,,,48.1,1.9,
2009,,38,1626,8.7,0.6,33.7,0.6,CANN,Celtis schippii,A,41.3,1.9,,,39.2,1.9,,,39.9,1.9,
2009,,38,1627,9.5,1.9,34.5,1.9,MYRT,"myrtac ""very exfoliating bark""",A,16.9,1.3,,,15.1,1.3,,,14,,
2009,,38,1628,9.1,4.5,34.1,4.5,MYRI,Otoba parvifolia,A,27.2,1.3,,,24.3,1.3,,,24.1,,
2009,,38,1629,12.3,3.2,37.3,3.2,MORA,Pseudolmedia laevis,A,18,1.3,,,16,1.3,,,13.7,1.4,
2009,,38,1630,11.7,6.6,36.7,6.6,COMB,Terminalia oblonga,A,61.8,2,,,58.6,2.6,,,55,2.6,estimado
2009,,38,1631,6.2,6.2,31.2,6.2,FABA,Pterocarpus rohrii,A,19.8,1.3,,,18,1.3,,,17.9,,
2009,,38,1632,8.5,13.5,33.5,13.5,ANAC,Tapirira guianensis,A,58.9,1.3,,,41.6,1.3,,,24.8,,
2009,2014,38,1633,8.8,14.1,34,14,ARAL,Dendropanax arboreum,,,,,,,,MU,,30.5,1.5,
2009,,38,1634,10.9,16.5,35.9,16.5,MYRI,Otoba parvifolia,A,12.9,1.3,,,12.3,1.3,,,12,,
2009,,38,1635,2.8,17.5,27.8,17.5,MALV,Apeiba tibourbou,A,31,1.3,,,27.4,1.3,I,,19.7,,fruiting 
2009,,38,1636,3.7,19.7,28.7,19.7,SAPO,"pouteria ""scabrous""",A,11.7,1.3,,,11.5,1.3,,,11.3,,
2009,2014,38,1637,14.1,19.5,39,20,AREC,Iriartea deltoidea,,,,,,,,MP,,27.5,2,
2009,,38,1638,14.2,19.8,39.2,19.8,MELI,Guarea macrophylla,A,18.8,1.3,,,18.4,1.3,,,17.8,,
2009,2020,38,1639,15.3,22.6,40.3,22.6,ICAC,Calatola venezuelana,D,,,MQP,,11.5,1.3,,,11.3,,
2009,,38,1640,16.1,24.5,41.1,24.5,CANN,Celtis schippii,A,13.4,1.3,,,13.4,1.3,,,12.8,,
2009,,38,1641,19.9,22.6,44.9,22.6,MELI,Cabralea canjerana,A,19.4,1.3,,,17.1,1.3,,,14.5,,
2009,2014,38,1642,22.4,22.9,47,23,STAP,Turpinia occidentalis,,,,,,,,MU,,14.8,,
2009,,38,1643,22.4,19.1,47.4,19.1,AREC,Astrocaryum murumuru,A,19.5,1.4,,,14.5,1.4,,,19.5,1.4,
2009,,38,1644,23.8,17.9,48.8,17.9,RUTA,Zanthoxylum kellermanii,A,40.8,1.3,,,27.7,1.3,,,18.1,,
2009,2020,38,1645,18.7,16.7,43.7,16.7,ARAL,Dendropanax arboreum,D,,,MD,,15.5,1.3,,,14.1,,
2009,2014,38,1646,11.9,15.5,37,16,URTI,Pourouma cuspidata,,,,,,,,M,,21.4,,
2009,2014,38,1647,12.9,13.3,38,13,EUPH,Hura crepitans,,,,,,,,M,,15.5,,
2009,,38,1648,12.7,11.2,37.7,11.2,NYCT,"neea ""strong veins long petioles""",A,14.2,1.3,I,Pudriendose,14,1.3,I,,12.9,,
2009,2020,38,1649,14.6,7.2,39.6,7.2,CAPP,Capparis macrophylla,D,,,MD,,12,1.3,,,12.1,,
2009,,38,1650,17.8,5.4,42.8,5.4,SOLA,"laurac ""odorless""",A,26.9,1.5,"Q, Rb",,24.7,1.5,,"ex solanac? ""broad oval""",23.5,,
2009,,38,1651,21.7,7.5,46.7,7.5,FABA,Inga chartacea,A,35.4,1.7,,,32.9,1.7,,Canal,32.8,1.4,irregular
2009,2014,38,1652,23.9,8.5,49,9,URTI,Pourouma minor,,,,,,,,MP,,19.9,1.7,
2009,2014,38,1653,21.1,4.3,46,4,AREC,Iriartea deltoidea,,,,,,,,MD,,24,2.2,estimado
2009,,38,1654,20.7,2.5,45.7,2.5,AREC,Iriartea deltoidea,A,24,1.8,,,24.2,1.8,,,23.9,2,
2009,,38,1655,24.1,1.4,49.1,1.4,MELI,Guarea macrophylla,A,14.3,1.3,,,14.1,1.3,,,13.9,,
2009,,39,1656,0.8,0.8,50.8,0.8,MALV,chorisia insignis cf,A,NM,2.5,,Aletas altas,76.2,2.5,,MEdido,80,2.5,estimado
2009,,39,1657,3.6,3,53.6,3,RUBI,Macrocnemum roseum,A,NM,1.4,,Aletas altas,75.2,1.4,,,70.4,1.4,Tallo irregular y acanalado
2009,,39,1658,4.7,1.8,54.7,1.8,MELI,Cabralea canjerana,A,14.2,1.3,,,14.3,1.3,,,14.1,,
2009,,39,1659,9.8,2,59.8,2,CANN,Celtis schippii,A,29.6,1.3,,,24.6,1.3,,,14,,
2009,2020,39,1660,2,12.8,52,12.8,URTI,Pourouma cuspidata,D,,,MQP,,35.4,1.3,,,21.6,,
2009,,39,1661,3.9,20.7,53.9,20.7,AREC,Astrocaryum murumuru,A,23.4,1.3,,,23.6,1.3,,,23.2,,
2009,,39,1662,11.7,17.5,61.7,17.5,MELI,Trichilia solitudinis,A,20.9,1.3,,,18.4,1.3,,,16.5,,
2009,,39,1663,14.5,17.6,64.5,17.6,CARI,Jacaratia digitata,A,67.3,1.3,,,65,1.3,,,62.4,1.4,
2009,,39,1664,13.9,15.4,63.9,15.4,MALV,Apeiba aspera,A,47.6,1.3,,,43.9,1.3,,,38.5,,
2009,,39,1665,17.6,14.1,67.6,14.1,AREC,Astrocaryum murumuru,A,19.2,1.3,,,18.6,1.3,,,18.6,1.4,
2009,,39,1666,21.1,24.4,71.1,24.4,MORA,Castilla ulei,A,31.7,1.3,,,30.6,1.3,,,30.6,,
2009,,39,1667,23.9,21.3,73.9,21.3,ICAC,Calatola venezuelana,A,18.2,1.3,,,17.6,1.3,,,17,,
2009,,39,1668,22.8,19.9,72.8,19.9,AREC,Iriartea deltoidea,A,NM,1.9,,Zancos altos,24.4,1.9,,,26,2,estimado
2009,,39,1669,23.6,16.1,73.6,16.1,EUPH,Hevea guianensis,A,51.5,1.5,,,48.3,1.5,,,47,1.5,estimado
2009,2014,39,1670,23.4,13.4,73,13,URTI,Pourouma cuspidata,,,,,,,,MD,,28.8,,
2009,,39,1671,17.4,10.5,67.4,10.5,MALV,Pseudobombax septenatum,A,15.1,1.3,,,14.7,1.3,,,14.3,,
2009,,39,1672,13.8,10.2,63.8,10.2,MELI,Trichilia solitudinis,A,19.2,1.3,,,17.4,1.3,,,16.5,,
2009,,39,1673,14.6,6.7,64.6,6.7,EUPH,Hura crepitans,A,42.4,1.3,,,42.4,1.3,,,42,,
2009,,39,1674,13.8,4.7,63.8,4.7,AREC,Iriartea deltoidea,A,19.6,1.3,,,14.1,1.3,,,11.3,,
2009,2020,39,1675,15.2,5.5,65.2,5.5,SAPO,"pouteria ""inter2ndries""",D,,,MD,,21.2,4,Estrandulado,Medido,22,1.4,estimado
2009,,39,1676,15.3,5.4,65.3,5.4,MORA,Ficus sp,A,NM,4,,Aletas altas,24.4,4,Estrangulador,Medido,15.5,3,strangler
2009,2014,39,1677,21.4,6.2,71,6,LAUR,Lauraceae sp,,,,,,,,MD,,39,,crown almost completely obscured 
2009,2014,39,1678,23.4,6.8,73,7,AREC,Astrocaryum murumuru,,,,,,,,MU,Muerto aplastado,15.5,,
2009,2014,40,1679,2.3,1.6,77,2,URTI,Pourouma cuspidata,,,,,,,,MD,,32,1.4,
2009,,40,1680,1.8,4.6,76.8,4.6,MALV,Pseudobombax septenatum,A,34.9,1.3,,,33.2,1.3,Sin hojas,,34.8,1.5,
2009,,40,1681,7.6,4.4,82.6,4.4,AREC,Astrocaryum murumuru,A,20.4,1.4,,,20.1,1.4,,,20,1.4,
2009,,40,1682,7.5,9.8,82.5,9.8,AREC,Iriartea deltoidea,A,NM,2.3,,Zancos altos,26.1,2.3,,,26,2.5,
2009,,40,1683,12.1,12.2,87.1,12.2,ICAC,Calatola venezuelana,A,14.9,1.3,I,,14,1.3,,,13.8,,
2009,2014,40,1684,1.1,8.8,76,9,URTI,Pourouma minor,,,,,,,,MD,,84,,
2009,,40,1685,4.4,17.2,79.4,17.2,ICAC,Calatola venezuelana,A,16,1.3,,,14.7,1.3,,,12.8,,
2009,,40,1686,3.7,19.3,78.7,19.3,MYRI,Otoba parvifolia,A,25.2,1.3,,,24.9,1.3,,,24.7,,
2009,,40,1687,2.8,24.4,77.8,24.4,MORA,Poulsenia armata,A,11.4,1.3,,,11.1,1.3,I,,10.7,,
2009,,40,1688,6.5,22.5,81.5,22.5,FABA,Swartzia arborescens,A,25.2,1.3,,,23.8,1.3,,,22.9,,
2009,,40,1689,6.5,21.3,81.5,21.3,MYRI,Otoba parvifolia,A,34.3,1.3,,,32.6,1.3,,,30.3,,
2009,,40,1690,10.3,16.3,85.3,16.3,EUPH,Hura crepitans,A,65.5,1.3,,,63.5,1.3,,,63.9,,
2009,,40,1691,13.7,12.6,88.7,12.6,BURS,Tetragastris altissima,A,42.1,2,,,31,2,,,25.5,1.9,
2009,,40,1692,13.8,15.6,88.8,15.6,EUPH,Nealchornea yapurensis,A,20.6,1.3,,,18.7,1.3,,,18.3,,
2009,,40,1693,13.5,15.4,88.5,15.4,MORA,Pseudolmedia laevis,A,14.7,1.3,,,12,1.3,,,11.4,,
2009,2014,40,1694,16.7,15.3,92,15,MYRI,Otoba parvifolia,,,,,,,,MD,,20.4,,
2009,,40,1695,20,18.1,95,18.1,PLGN,Triplaris americana,A,21.4,1.3,,,19.1,1.3,,,17.2,,
2009,,40,1696,19.2,20,94.2,20,MYRI,Otoba parvifolia,A,16.2,1.3,,,13.1,1.3,,,12.2,,
2009,,40,1697,17,20.4,92,20.4,COMB,Terminalia oblonga,A,15.2,1.3,,,12.7,1.3,,,11.4,,
2009,,40,1698,14.5,19.9,89.5,19.9,STAP,Turpinia occidentalis,A,20.3,1.3,,,15.3,1.3,,,11.3,,
2009,2020,40,1699,23.2,20.1,98.2,20.1,FABA,Inga edulis,D,,,MQP,,32.7,1.3,,,20.6,,
2009,,40,1700,23.5,14.3,98.5,14.3,EUPH,Sapium cf ixiamasense,A,26.5,1.3,,,17.5,1.3,,,12.4,,
2009,,40,1701,22.1,12.3,97.1,12.3,EUPH,Sapium marmieri,A,16.2,1.3,,,15.1,1.3,,,14.2,,
2009,,40,1702,23.3,11.1,98.3,11.1,MORA,Pseudolmedia laevis,A,13.1,1.3,,,11.6,1.3,,,10.9,,
2009,,40,1703,24,10.4,99,10.4,AREC,Iriartea deltoidea,A,23.9,1.3,,,23.8,1.3,,,23.6,1.5,
2009,,40,1704,21.6,9.8,96.6,9.8,LAUR,Caryodaphnopsis fosteri,A,19,1.3,,,13.8,1.3,,,12.1,,
2009,,40,1705,21.7,5.3,96.7,5.3,MYRI,Otoba parvifolia,A,36.5,1.3,,,32.5,1.3,,,29.4,,
2009,,40,1706,23.2,5.6,98.2,5.6,MORA,Pseudolmedia laevis,A,24.9,1.3,,,21.5,1.3,,,19.4,,
2009,2020,40,1707,14.9,3,89.9,3,FABA,Inga edulis,D,,,MUE,,37.7,1.8,I,,32.6,1.8,
2009,,40,1708,22.7,2,97.7,2,RUBI,Macrocnemum roseum,A,75,1.5,,,72.8,1.5,,,71.1,1.5,
2009,,39,1709,20.6,15,70.6,15,MYRI,Otoba parvifolia,A,15.8,1.5,,,13.2,1.5,,,10.3,1.4,
2009,,38,1710,16.3,7,41.3,7,MORA,Poulsenia armata,A,17.6,1.3,,,14.2,1.3,,,11,,
2009,,39,1711,16,21.1,66,21.1,MYRI,Otoba parvifolia,A,12.2,1.3,I,,12.2,1.3,IQ,,19.7,,
2009,,39,1712,23.7,24.5,73.7,24.5,MELI,Trichilia solitudinis,A,12,1.3,,,11.1,1.3,,,??,,
2009,,40,1713,1,2.8,76,2.8,RUBI,Randia armata cf,A,11.2,1.3,,,11,1.3,,,10.5,,Pocas hojas
2009,,40,1714,9,15.6,84,15.6,FABA,Inga acreana,A,13.1,1.3,,,12.4,1.3,I,,11.1,,
2009,,41,1715,1.9,4.7,101.9,4.7,AREC,Iriartea deltoidea,A,28.5,1.3,,Pudriendose,28.6,1.3,,,28.6,,
2009,,41,1716,7.8,2.2,107.8,2.2,ICAC,Calatola venezuelana,A,13.4,1.3,,,10.8,1.3,,,10.4,,
2009,,41,1717,10.3,4.1,110.3,4.1,FABA,Inga chartacea,A,22.2,1.3,,,18.6,1.3,,,17.9,,
2009,2014,41,1718,12.3,0.7,112,1,AREC,Iriartea deltoidea,,,,,,,,MD,,14.4,2.1,
2009,,41,1719,5.9,7.9,105.9,7.9,MYRI,Otoba parvifolia,A,25.2,1.3,,,20.8,1.3,,,20,,
2009,,41,1720,11.7,11.6,111.7,11.6,MELI,Trichilia solitudinis,A,32.4,1.3,,,30.9,1.3,,,30.7,,
2009,2020,41,1721,8.1,11.7,108.1,11.7,MALV,Heliocarpus americanus,D,,,MD,,29,1.3,I,,23.6,,
2009,2020,41,1722,8.4,13.8,108.4,13.8,PLGN,Triplaris americana,D,,,,,16.7,1.3,I,,15.6,,
2009,,41,1723,5.6,15.3,105.6,15.3,URTI,Pourouma cuspidata,A,29.3,1.3,,,22.8,1.3,,,16,,
2009,2014,41,1724,4.4,15,104,15,ULMA,Trema micrantha,,,,,,,,MU,,37,,
2009,,41,1725,2.7,12.9,102.7,12.9,FABA,"Mimosoid bipinnate ""sub-opposite leaves"" ",A,13,1.3,,,12.7,1.3,,,10.4,,
2009,,41,1726,1.7,12.1,101.7,12.1,ICAC,Calatola venezuelana,A,22.1,1.3,,,21.3,1.3,I,,21.1,,
2009,,41,1727,6.4,18.7,106.4,18.7,EUPH,Sapium marmieri,A,26.2,1.3,,,21.7,1.3,,,18.7,,
2009,,41,1728,2.1,21.5,102.1,21.5,EUPH,Sapium marmieri,A,17.4,1.3,,,14.9,1.3,,,13.7,,
2009,2014,41,1729,0.6,22.6,101,23,ULMA,Trema micrantha,,,,,,,,MD,,45.2,,
2009,,41,1730,5,22.7,105,22.7,CARI,Jacaratia digitata,A,43,1.3,,,27.5,1.3,,,15.8,,
2009,2014,41,1731,2.2,24,102,24,URTI,Pourouma cuspidata,,,,,,,,M,,15.5,,inclinado
2009,,41,1732,15,21.9,115,21.9,EUPH,Sapium marmieri,A,47.5,1.3,,,38.7,1.3,,,30.6,,
2009,,41,1733,14.5,15.4,114.5,15.4,MORA,Pseudolmedia laevis,A,54.1,2,,,47.1,2,,,42.8,2,
2009,,41,1734,16.4,8,116.4,8,MYRI,Otoba parvifolia,A,29.1,1.3,,,24,1.3,,,22.5,,
2009,,41,1735,18,13.5,118,13.5,AREC,Iriartea deltoidea,A,19.5,1.3,,,19.2,1.3,,,19.1,,
2009,,41,1736,18.2,15.1,118.2,15.1,MALV,Matisia cordata,A,19.3,1.3,,,16.7,1.3,,,14.9,,
2009,2020,41,1737,16.2,24.1,116.2,24.1,FABA,Inga acreana,D,,,ME,,23.5,1.3,,,22,,
2009,,41,1738,20,19.9,120,19.9,MORA,Pseudolmedia laevis,A,20.5,1.3,,,18.2,1.3,,,17.3,,
2009,,41,1739,21,19.2,121,19.2,ICAC,Calatola venezuelana,A,27.3,1.3,,,17.4,1.3,,,26.8,,
2009,,41,1740,20.9,19.5,120.9,19.5,AREC,Iriartea deltoidea,A,21.5,1.3,,,21.4,1.3,,,21.3,1.4,cicatriz
2009,,41,1741,23,22.9,123,22.9,MYRI,Otoba parvifolia,A,35.7,1.3,,,34.2,1.3,,,31.4,,
2009,,41,1742,24.6,22.6,124.6,22.6,CARY,Caryocar amigdaliformis,A,64.8,1.3,,,58.8,1.3,,,52.2,1.5,
2009,,41,1743,23.3,17.8,123.3,17.8,MYRI,Otoba parvifolia,A,12.9,1.3,,,12.9,1.3,,,12.8,,
2009,,41,1744,21.5,16.1,121.5,16.1,MYRI,Otoba parvifolia,A,11.5,1.3,,,11.4,1.3,Q,,11.3,,
2009,,41,1745,23,14.1,123,14.1,AREC,Iriartea deltoidea,A,17.9,1.3,,,16.4,1.3,,,14.7,,
2009,,41,1746,23.1,11.3,123.1,11.3,MORA,Pseudolmedia laevis,A,21,1.3,,,19.2,1.3,,,18.2,,
2009,2020,41,1747,21.7,10.1,121.7,10.1,MELI,Trichilia solitudinis,D,,,MQP,,14.3,1.3,,,13.5,,
2009,2020,41,1748,21.8,6.6,121.8,6.6,URTI,Pourouma cuspidata,D,,,MD,,11,1.3,,,11,,
2009,,42,1749,0.8,1.9,125.8,1.9,MYRI,Otoba parvifolia,A,19.5,1.3,,,18.6,1.3,,,18.6,,
2009,,42,1750,2.3,1.6,127.3,1.6,SAPO,"pouteria ""pseudo-torta""",A,56.8,1.8,,,54.1,1.8,,,52.9,,acanalado
2009,2020,42,1751,3.9,0.5,128.9,0.5,AREC,Iriartea deltoidea,D,,,MD,,19.9,1.5,,,19.9,1.8,
2009,2020,42,1752,3.6,2.9,128.6,2.9,ICAC,Calatola venezuelana,D,,,MQP,,17.4,1.3,,,17.4,,
2009,2020,41,1753,15.5,1,115.5,1,MORA,Pseudolmedia laevis,D,,,MD,,25.7,1.3,,,24.2,,
2009,,42,1754,7.1,4.8,132.1,4.8,MYRI,Otoba parvifolia,A,15.1,1.3,,,14,1.3,,,13.5,,
2009,,42,1755,3.8,7.8,128.8,7.8,AREC,Iriartea deltoidea,A,22.3,1.3,,,18.6,1.3,,,15.6,,
2009,,42,1756,2.2,9.4,127.2,9.4,MYRI,Otoba parvifolia,A,42.9,1.3,,,40.9,1.3,,,38.1,,
2009,,42,1757,2.6,12,127.6,12,LAUR,"laurac ""matte""",A,24.9,1.3,,,22.5,1.3,,,21.3,,
2009,2020,42,1758,9.6,9,134.6,9,ANNO,Trigynaea duckei,D,,,MD,,16.6,1.3,I,,16.4,,
2009,,42,1759,6.4,13.1,131.4,13.1,AREC,Iriartea deltoidea,A,23.5,1.9,,,23.5,1.9,,,23.2,1.9,
2009,,42,1760,11.3,13.2,136.3,13.2,ANNO,Trigynaea duckei,A,16.8,1.3,,,16.3,1.3,I,,15.6,,
2009,,42,1761,11.1,17.4,136.1,17.4,FABA,Inga acreana,A,22.8,1.3,,,20.2,1.3,,,17.2,,
2009,2020,42,1762,6.4,18.3,131.4,18.3,MYRI,Otoba parvifolia,D,,,MQP,,49.5,1.3,,,47.8,,
2009,,42,1763,3.4,17.8,128.4,17.8,LECY,Eschweilera cf andina,A,12.3,1.3,,,11.2,1.3,,,11.1,,
2009,,42,1764,2.3,17.8,127.3,17.8,MORA,Pseudolmedia laevis,A,24.9,1.3,,,22.3,1.3,,,21.1,,
