Yr-rec,Yr-died,SP,TAG,x,y,E,N,FAM,SPECIES,Status 2020,DBH 2020,PM'20,Flag 2020,OBSERVATIONS 2020,DBH 2014,PM'14,FLAG'14,OBS'14,DBH 2009,PM'09,OBS'09
2009,,15,520,2.5,1.4,77.5,126.4,MALV,Theobroma cacao,A,32.4,1.8,,,32.3,1.8,,,31.8,1.8,
2009,,15,521,4,7.1,79,132.1,MORA,Sorocea pileata,A,39.5,2.2,,,35.2,2.2,,,28,2.2,estimado
2009,,15,522,1.2,9.5,76.2,134.5,MALV,Apeiba aspera,A,40,1.3,,,36,1.3,,,31.6,,definitely A.membranacea (TRC_80) fruit!
2009,,15,523,0.2,14.4,75.2,139.4,MYRI,Otoba parvifolia,A,28.05,1.3,,,27.9,1.3,,,28,,
2009,,15,524,1.5,14.8,76.5,139.8,AREC,Iriartea deltoidea,A,25.7,2,,Zancos altos ,25.1,2,,M,22,2.3,estimado
2009,,15,525,3.5,12.5,78.5,137.5,MYRI,Otoba parvifolia,A,12.5,1.3,,,11.8,1.3,,,10,,
2009,,15,526,3.6,12.4,78.6,137.4,COMB,Terminalia oblonga,A,13.3,1.3,,,13.4,1.3,,,13.1,,
2009,2020,15,527,7,13.1,82,138.1,ARAL,Schefflera morototoni,D,,,ME,,45.3,1.3,I,,36.2,,
2009,,15,528,11,14.5,86,139.5,CHRY,Licania britenniana,A,14.5,1.4,,,13.7,1.4,,,12.8,1.4,
2009,,15,529,11,16,86,141,AREC,Iriartea deltoidea,A,23.9,1.8,,,22.6,1.8,,,22.8,1.7,
2009,,15,530,10.2,16.5,85.2,141.5,MALV,Apeiba aspera,A,41,1.3,,,40.2,1.3,,,38,,
2009,,15,531,9.2,16.9,84.2,141.9,STAP,Turpinia occidentalis,A,16.5,1.3,,,15.6,1.3,,,14.4,,
2009,,15,532,7.2,21.5,82.2,146.5,ANNO,Oxandra cf polyantha,A,10.85,1.3,,,10.4,1.3,,"ex annonac ""small linear""",10.3,,
2009,,15,533,5.3,21,80.3,146,EUPH,Alchornea cf glandulosa,A,20.45,1.3,,,28.9,1.3,I,,26.6,,
2009,,15,534,4.6,19.4,79.6,144.4,MELI,Guarea macrophylla,A,13.4,1.3,,,12.9,1.3,,,12.6,,
2009,,15,535,4.6,18,79.6,143,STAP,Huertea glandulosa,A,44.1,1.7,,,25.9,1.7,,,17.9,,
2009,,15,536,3,19,78,144,MELI,Guarea gomma,A,15.3,1.3,,,15.1,1.3,,,14.1,1.5,
2009,,15,537,0.5,19.7,75.5,144.7,AREC,Iriartea deltoidea,A,20.5,2,,,20.3,2,,,17,2.4,estimado
2009,2014,16,538,21,19.5,71,145,BURS,Tetragastris altissima,,,,,,,,MP,,12.4,,
2009,,16,539,16.1,24.9,66.1,149.9,MORA,Pseudolmedia laevis,A,13.3,1.3,,,13.3,1.3,,,13.2,,
2009,,16,540,12.6,24.5,62.6,149.5,MYRI,Otoba parvifolia,A,34.1,1.3,,,31,1.3,,,28.9,,
2009,,16,541,14.7,21,64.7,146,SALI,Lunania parviflora,A,13.9,1.3,,,13.4,1.3,,,12.8,,
2009,,16,542,12,17,62,142,SAPO,Sarcaulus brasiliensis,A,15,1.3,,,14.3,1.3,,,14.1,,
2009,,16,543,13,15,63,140,MORA,Pseudolmedia laevis,A,15.9,1.3,,,14.9,1.3,,,13.4,,
2009,,16,544,12.2,12.9,62.2,137.9,MYRI,Otoba parvifolia,A,39.5,1.3,,,37.8,1.3,,,36,,
2009,,16,545,15,13.5,65,138.5,MORA,Pseudolmedia laevis,A,16.5,1.3,,,15.6,1.3,,,14.4,,
2009,,16,546,16,12.2,66,137.2,MYRI,Otoba parvifolia,A,19.5,1.3,,,19,1.3,,,17.5,,
2009,,16,547,17,13.1,67,138.1,AREC,Iriartea deltoidea,A,20.2,1.3,,,19.1,1.3,,,19,,
2009,,16,548,24.5,16.3,74.5,141.3,RUBI,Randia armata cf,A,16.3,1.3,,,16.2,1.3,,,16,1.4,
2009,,16,549,21,9.2,71,134.2,MYRI,Otoba parvifolia,A,10,1.3,,,10.1,1.3,,,9.8,,
2009,,16,550,20.2,5,70.2,130,MYRI,Otoba parvifolia,A,58,1.5,,,53.6,1.5,,,48.3,,
2009,,16,551,19.3,4,69.3,129,ANNO,Trigynaea duckei,A,11.15,1.3,,,11,1.3,,,10.7,,
2009,,16,552,18.9,4.5,68.9,129.5,CANN,Celtis schippii,A,16.5,1.3,,,15.5,1.3,,,14.9,1.4,
2009,2014,16,553,17.2,3.8,67,129,MYRI,Otoba parvifolia,,,,,,,,ME,,30.7,,
2009,2020,16,554,17.4,5,67.4,130,EUPH,Sapium marmieri,D,,,MQP,,90,3,,estimado,90,3,estimado
2009,?,16,555,16.7,6.2,66.7,131.2,AREC,Iriartea deltoidea,A?,,1.7,,"check if alive, measure diameter",28.2,1.7,,,28,1.8,
2009,2020,16,556,15.9,6.1,65.9,131.1,MORA,Pseudolmedia laevis,D,,,MD,,10.8,1.3,,,10.5,,
2009,,16,557,14.1,6,64.1,131,MORA,Pseudolmedia laevis,A,15.7,1.3,,,14.9,1.3,,,14.4,,
2009,,16,558,12.8,3,62.8,128,MALV,"Quararibea ""narrow oblong""",A,24,1.3,,,23.6,1.3,,,22.5,,leaves intermediate 
2009,,16,559,12.4,3.1,62.4,128.1,MYRI,Otoba parvifolia,A,34.6,1.6,,,31.7,1.6,,,29.5,1.6,
2009,2014,16,560,12,2.9,62,128,MALV,Theobroma cacao,,,,,,,,ME,,14.9,,echado
2009,,16,561,7.1,4.5,57.1,129.5,MALV,Apeiba aspera,A,58.5,1.3,,,52.9,1.3,,Canal ,46.5,,
2009,,16,562,5,1.2,55,126.2,MELI,Trichilia solitudinis,A,22.1,1.3,,,20.2,1.3,,,17.7,,
2009,,16,563,0.3,4.2,50.3,129.2,ANNO,Trigynaea duckei,A,10.9,1.3,,,10.7,1.3,,,10.2,,
2009,,16,564,0.3,7.2,50.3,132.2,FABA,Inga ruiziana ,A,20.6,1.3,,,18.7,1.3,,,16.9,,
2009,,16,565,1.5,7.4,51.5,132.4,MALV,Matisia rhombifolia,A,11.3,1.3,,,10.8,1.3,,,10.6,,sin hojas 7/20/09
2009,,16,566,4.5,8.5,54.5,133.5,FABA,Pterocarpus rohrii,A,18,1.3,,,17.4,1.3,,,17,,
2009,,16,567,7.9,10,57.9,135,MELI,guarea cf kunthiana,A,26.1,1.3,,,24.5,1.3,,,23.4,,
2009,,16,568,9.5,9.9,59.5,134.9,URTI,Pourouma minor,A,11,1.4,,,10.5,1.4,,,10.2,1.4,
2009,,16,569,14,14.6,64,139.6,LAUR,Caryodaphnopsis fosteri,A,NM,3,,Aletas altas ,54.3,3,,Medido ,43,3,estimado
2009,,16,570,4,14.4,54,139.4,MYRI,Otoba parvifolia,A,18.3,1.3,,,17.7,1.3,,,17.7,,
2009,,16,571,2,14.5,52,139.5,EUPH,Sapium marmieri,A,50.7,1.5,,,49.8,1.5,,,49,1.5,
2009,2014,16,572,2,15.3,52,140,INDET,DEAD,,,,,,,,M,,14.5,1.5,
2009,,16,573,1,20.2,51,145.2,MALV,Matisia cordata,A,15.6,1.3,,,13.5,1.3,,,11.8,,
2009,2020,17,574,21.6,23.3,46.6,48.3,MORA,Ficus maxima,D,,,ME,,42.5,2.4,"Q,RB",,36,3.5,estimado
2009,2014,17,575,21,21.5,46,47,ANNO,Unonopsis floribunda,,,,,,,,MEApl,,12.3,,
2009,,17,576,22,14.4,47,39.4,MELI,Trichilia elegans,A,19,1.3,,,17.1,1.3,,,15.5,,
2009,2014,17,577,17,16.3,42,41,MELI,guarea cf kunthiana,,,,,,,,MD,,10.2,1.4,
2009,,17,578,16.2,15,41.2,40,ICAC,Calatola venezuelana,A,16.3,1.3,,,16,1.3,,,12.6,,
2009,2014,17,579,16.3,18.9,41,44,MELI,Guarea gomma,,,,,,,,MD,,10.8,,
2009,2020,17,580,14.9,21,39.9,46,URTI,Pourouma minor,D,,,MD,,17.2,1.5,I,,17.4,1.5,
2009,,17,581,12,21,37,46,MORA,Sorocea pileata,A,38.9,1.2,,,22.3,1.2,,,16.5,,
2009,,17,582,11,19.2,36,44.2,CANN,Celtis schippii,A,28,1.3,,,25.2,1.3,,,20.2,,
2009,2020,17,583,10,16,35,41,URTI,Pourouma minor,D,,,MD,,10.5,1.3,,,10.3,,
2009,2020,17,584,9.6,15,34.6,40,MORA,Castilla ulei,D,,,MD,,14.2,1.3,EU,,13.3,,
2009,2014,17,585,10,15.7,35,41,URTI,Pourouma minor,,,,,,,,MD,,11.3,,muerto
2009,,17,586,7.8,22,32.8,47,MELI,Trichilia maynesiana,A,29,1.4,,,25.7,1.4,,,22.2,1.5,
2009,,17,587,7.1,24.7,32.1,49.7,AREC,Iriartea deltoidea,A,NM,2.3,,Zancos altos,22.5,2.3,,,21,2.3,
2009,,17,588,4.6,21,29.6,46,MALV,Matisia rhombifolia,A,22.5,1.3,,,22.5,1.3,"Q,RB",Q=4m,21.5,1.3,unstriated yellow-orange oxidising inner bark
2009,2014,17,589,2,23.5,27,49,MELI,guarea cf kunthiana,,,,,,,,MEApl,,21.8,2,
2009,,17,590,2.5,21.2,27.5,46.2,MELI,Trichilia quadrijuga,A,10.4,1.3,,,10.2,1.3,"Q,RB",Q=6m,10,1.4,
2009,,17,591,3.5,20.6,28.5,45.6,EUPH,Hevea guianensis,A,24,1.3,,,18.5,1.3,,,14.5,,
2009,2014,17,592,0.8,15.7,26,41,AREC,Iriartea deltoidea,,,,,,,,MQP,,17.7,,
2009,,17,593,5,14.4,30,39.4,RUBI,Randia armata cf,A,23.3,1.4,,,21.2,1.4,,,20.2,1.4,
2009,2020,17,594,8.5,13.2,33.5,38.2,MELI,Guarea macrophylla,D,,,ME,,26,1.3,"EU,RB",,24.2,,irregular
2009,2020,17,595,5.5,12.5,30.5,37.5,FABA,"fabaceae ""small oval leaflets""",D,,,ME,,65,1.9,"EU,RB",,56.7,1.9,
2009,2014,17,596,0.9,10.7,26,36,LAUR,Nectandra pulverulenta,,,,,,,,MEU,,18.3,1.5,
2009,,17,597,0.3,6.3,25.3,31.3,MELI,Trichilia quadrijuga,A,11.9,1.4,,,11.8,1.4,,,11.7,1.4,
2009,2014,17,598,5,3,30,28,AREC,Iriartea deltoidea,,,,,,,,MEU,,40,2.3,estimado
2009,2014,17,599,5,3.1,30,28,MORA,Ficus sp,,,,,,,,MD,,26,4,crownless strangler
2009,2014,17,600,5.1,1.8,30,27,AREC,Iriartea deltoidea,,,,,,,,MEU,,22.4,,
2009,,17,601,5.6,5,30.6,30,AREC,Iriartea deltoidea,A,NM,,,,21.7,1.9,,,21.5,1.9,
2009,2014,17,602,9.9,5.4,35,30,URTI,Pourouma cuspidata,,,,,,,,MD,,12.3,1.4,
2009,2014,17,603,10.7,8.2,36,33,LAUR,"laurac ""weak sour odor""",,,,,,,,MP,,28.4,1.7,"main trunk dead, resprouts from base, weak ~sour odor, membranaceous leaves "
2009,2020,17,604,12.4,9.7,37.4,34.7,MELI,Guarea macrophylla,D,,,MD,,17.3,1.3,"Q,RB",Q=3m,17,1.5,
2009,,17,605,14.7,8.5,39.7,33.5,MELI,Guarea macrophylla,A,20.3,1.3,,,18.4,1.3,,,16.1,,
2009,2014,17,606,15.2,9.5,40,35,MORA,Clarisia biflora,,,,,,,,MQP,,46,4,originally IDed as Ficus sp.
2009,2014,17,607,14.8,6,40,31,URTI,Pourouma cecropiifolia,,,,,,,,MD,,16.6,,
2009,2014,17,608,13.3,4.5,38,30,URTI,Pourouma cuspidata,,,,,,,,MD,,21.5,1.8,
2009,2020,17,609,15.5,2.3,40.5,27.3,MALP,Byrsonima arthropoda,D,,,ME,,15.1,1.4,I,,14.5,1.4,
2009,,17,610,18.2,11,43.2,36,MELI,Cabralea canjerana,A,21.5,1.7,,,16.4,1.7,,,12.5,1.7,
2009,2014,17,611,23.5,10.7,49,36,URTI,Pourouma cecropiifolia,,,,,,,,MP,,24.9,2,
2009,,17,612,22,7,47,32,EUPH,Sapium marmieri,A,47.3,1.9,,,37.7,1.9,,,24.3,1.9,
2009,2020,17,613,20.6,6,45.6,31,EUPH,Croton tessmannii,D,,,MI,,29.9,1.4,,,22.8,1.4,
2009,,18,614,0.9,5.5,50.9,30.5,ANNO,Rollinia pittieri,A,45,1.3,,,30.6,1.3,,,16.1,,
2009,,18,615,0.5,7.5,50.5,32.5,EBEN,Diospyros artanthifolia,A,10.9,1.3,,,10.9,1.3,,,10.7,1.5,
2009,,18,616,1.1,9.1,51.1,34.1,MALV,Theobroma cacao,A,14.7,1.3,I,,12.5,1.3,,,10.4,,
2009,,18,617,2,11.5,52,36.5,LECY,Eschweilera cf andina,A,14.1,1.3,,,13.8,1.3,,,12,1.4,
2009,,18,618,2.5,10.3,52.5,35.3,AREC,Iriartea deltoidea,A,21.6,1.7,,,22,1.7,,,21.9,1.7,
2009,,18,619,6,8.5,56,33.5,EUPH,Alchornea cf glandulosa,A,26.2,1.3,,,23.5,1.3,,,21.6,,
2009,,18,620,6.2,8,56.2,33,AREC,Iriartea deltoidea,A,25.2,1.6,,,24,1.6,,,22,,
2009,,18,621,6.8,5.7,56.8,30.7,FABA,Inga sapindioides,A,12,1.3,,,10.9,1.3,,,10.2,1.3,
2009,2020,18,622,7.9,2,57.9,27,FABA,"inga ""3 pairs triangle wings""",D,,,MD,,25,2,EU,,17.2,,
2009,2014,18,623,11,2.8,61,28,URTI,Pourouma cuspidata,,,,,,,,MEU,,25,2.2,estimado
2009,2020,18,624,9.3,11.5,59.3,36.5,MELI,Guarea macrophylla,D,,,MP,,23,1.7,,,22,,
2009,,18,625,7,17,57,42,MORA,Sorocea pileata,A,19,1.3,"Q, RB",,18.2,1.3,"Q,RB",Q=2.5m,17.9,,
2009,2014,18,626,0.4,15.1,50,40,AREC,Iriartea deltoidea,,,,,,,,MQP,,23,2.2,estimado
2009,2014,18,627,1.5,18.5,52,44,MELI,Guarea macrophylla,,,,,,,,MEApl,,18.6,,fruiting feb 2011
2009,2014,18,628,3,18.9,53,44,ANNO,"annonac ""sharp oblanceolate""",,,,,,,,MEApl,,13.5,1.4,
2009,2020,18,629,2.6,24.9,52.6,49.9,MYRI,Otoba parvifolia,D,,,MD,,31.5,1.7,,,30.8,1.7,
2009,2014,18,630,7.5,21,58,46,FABA,Inga chartacea,,,,,,,,MQP,,21.8,,
2009,2020,18,631,8,21.5,58,46.5,MYRI,Otoba parvifolia,D,,,MP,,32.2,1.3,,,31.4,,
2009,2014,18,632,9.5,21.5,60,47,MORA,Poulsenia armata,,,,,,,,MP,,10.9,1.5,
2009,,18,633,7.9,22,57.9,47,MYRI,Otoba parvifolia,A,13.8,1.5,,,11.5,1.5,,incorrect 2009 measurement,15.3,,
2009,2020,18,634,14.4,23,64.4,48,RUBI,Randia armata cf,D,,,MD,,17.3,1.3,"Q,RB",Q=4.5m,18,,
2009,2014,18,635,15.7,21,66,46,PRIM,Stylogyne cauliflora,,,,,,,,MD,,10.4,1.4,echado
2009,2014,18,636,21,19,71,44,CLUS,Symphonia globulifera,,,,,,,,ME,,26.1,1.7,"dead, Q= 5.5m"
2009,2020,18,637,23.5,21.6,73.5,46.6,ANNO,Oxandra cf polyantha,D,,,MP,,30.1,1.3,,"ex annonac ""small linear""",19.6,1.4,
2009,2020,18,638,23,18,73,43,RUBI,"rubiac ""oblanceolate cuneate""",D,,,Hu,,31.5,1.4,"Q,RB",,30.8,,cicatriz
2009,,18,639,23,16.5,73,41.5,FABA,Ormosia cf coarctata,A,22.5,1.3,,,22.2,1.3,,,22,1.4,resprouts @ 5m
2009,,18,640,22,10.4,72,35.4,CANN,Celtis schippii,A,35,1.5,I,,30.2,1.5,I,,27.2,1.5,
2009,,18,641,22.7,8.3,72.7,33.3,NYCT,"neea/guapira ""succulent faint venation""",A,17.7,1.3,,,15.6,1.3,,,13.3,,
2009,,18,642,16,10.8,66,35.8,EUPH,Croton tessmannii,A,29.1,1.3,,,17.5,1.3,,,13.3,,
2009,2014,18,643,15,10.8,65,36,MYRI,Otoba parvifolia,,,,,,,,MD,,14.7,,
2009,2020,18,644,15,7,65,32,MYRI,Otoba parvifolia,D,,,MD,,18.5,1.3,"Q,RB",Q=10m,18.2,,
2009,,18,645,17.2,11,67.2,36,LAUR,Lauraceae sp,A,22,1.3,,,18,1.3,,,17.7,,
2009,2020,18,646,19,11.5,69,36.5,FABA,Inga cf edulis,D,,,MQP,,17.2,1.3,,,16.6,,
2009,,18,647,23,5.2,73,30.2,BORA,Cordia cf ucayaliensis,A,18.6,1.3,,,17.7,1.3,,,14.1,,
2009,,18,648,23.2,2.4,73.2,27.4,LAUR,Nectandra pulverulenta,A,14.1,1.3,,,11.5,1.3,,,10.6,,
2009,,19,649,2.1,0.3,77.1,25.3,NYCT,"neea ""oblanceolate""",A,18.9,1.3,,,16.5,1.3,,,13.6,,
2009,2014,19,650,5,1.8,80,27,AREC,Iriartea deltoidea,,,,,,,,MQP,,22,2.5,estimado
2009,,19,651,2.6,5.2,77.6,30.2,MALV,"Quararibea ""narrow oblong""",A,23.5,1.3,,,23.1,1.3,,,22.4,,
2009,,19,652,2.9,5.3,77.9,30.3,AREC,Iriartea deltoidea,A,NM,,,Zancos altos,21,3,,,21,3,estimado
2009,,19,653,6.5,6.5,81.5,31.5,LECY,Gustavia augusta,A,14.1,1.3,,,13.6,1.3,,,12.6,,
2009,,19,654,3,8.3,78,33.3,MORA,Clarisia biflora,A,NM,5,,Aletas altas,55,5,,,45,5,estimado
2009,,19,655,2.9,8.2,77.9,33.2,MELI,Trichilia solitudinis,A,24.3,1.3,,,33.6,1.3,,,32.9,,
2009,,19,656,3.5,9.3,78.5,34.3,FABA,"inga ""6 pairs wingless pubescent""",A,17,1.3,,,14,1.3,,,10,,
2009,2020,19,657,3.1,11.2,78.1,36.2,INDET,Liana,D,,,MD,,13.4,1.3,,,10.9,,
2009,,19,658,4.1,13.8,79.1,38.8,VIOL,Gloeospermum sphaeocarpum,A,10.8,1.3,I,,10.6,1.3,,treelet form,10.2,,"violac ""slender elliptic"""
2009,,19,659,11.5,12.4,86.5,37.4,ANNO,Ruizodendron ovale ,A,34.9,1.3,,,29.2,1.3,,,22,,
2009,,19,660,5.8,15.7,80.8,40.7,FABA,Pterocarpus rohrii,A,14.2,1.3,,,13.2,1.3,,,13.1,,
2009,,19,661,0.5,21.3,75.5,46.3,MALV,Quararibea wittii,A,12.8,1.3,,,12,1.3,,,10,,
2009,,19,662,1.8,22.4,76.8,47.4,RUBI,Macrocnemum roseum,A,24.5,1.5,,,20.9,1.5,,,15.8,1.5,
2009,,19,663,7.5,24.2,82.5,49.2,LAUR,Nectandra pulverulenta,A,12,1.4,,,11.5,1.4,I,,11.4,1.4,
2009,,19,664,11.2,24,86.2,49,AREC,Attalea cephalotes,A,NM,1.3,,Hojas rodeando el trnco,54.5,1.3,,medida con peviol0,23,,Shapaja
2009,2020,19,665,19.9,24.6,94.9,49.6,FABA,Swartzia arborescens,D,,,MD,,11.5,1.3,"I,Q,RB",Q=4m,11.6,5,echado (treelet growth form?)
2009,,19,666,23.2,23.1,98.2,48.1,NYCT,"neea ""oblanceolate""",A,24.1,1.3,,,17.1,1.3,,,11.8,,
2009,,19,667,21.5,18.6,96.5,43.6,MYRI,Otoba parvifolia,A,55,1.3,,,47.5,1.3,,,38.6,,
2009,,19,668,19,16.8,94,41.8,MYRI,Otoba parvifolia,A,28.5,1.3,,,25.5,1.3,,,19.6,,
2009,,19,669,12,17,87,42,BORA,Cordia nodosa,A,12,1.3,,,11.5,1.3,,,10.8,,
2009,,19,670,22,15.5,97,40.5,LAUR,Pleurothyrium krukovii,A,11.9,1.3,,,11.5,1.3,I,,11.4,,
2009,,19,671,22,13.9,97,38.9,SAPO,pouteria cf caimito,A,14,1.3,,,13.5,1.3,,,11.5,,
2009,,19,672,24.3,12.8,99.3,37.8,ANNO,Trigynaea duckei,A,11.7,1.3,,,10.7,1.3,,,10.3,,
2009,,19,673,20.5,8.5,95.5,33.5,MYRI,Otoba parvifolia,A,23.7,1.3,,,19.9,1.3,,,17.3,,
2009,2020,19,674,20,7.2,95,32.2,FABA,Inga edulis,D,,,MP,,47.5,2.3,,,33,2.3,"irregular, estimado"
2009,,19,675,17,6.6,92,31.6,MYRI,Otoba parvifolia,A,17.3,1.3,,,14.7,1.3,,,12.5,,
2009,,19,676,15.3,1.2,90.3,26.2,SAPO,Pouteria torta,A,20.3,1.3,,,19,1.3,,,17.5,,
2009,2020,19,677,17.6,2.4,92.6,27.4,FABA,"inga ""3 pairs triangle wings""",D,,,MD,,29.5,1.3,,,17.3,,
2009,,19,678,18.7,4,93.7,29,EUPH,Sapium marmieri,A,34.5,1.3,,,32.1,1.3,,,27,,
2009,,19,679,20.2,0.3,95.2,25.3,URTI,Urera caracasana,A,15.7,1.3,,,15.3,1.3,,,14,,
2009,,19,680,24.7,5,99.7,30,ANNO,Unonopsis floribunda,A,23.3,1.3,,,19.2,1.3,,,16.2,,
2009,2014,19,681,24,1.5,99,27,MELI,Cabralea canjerana,,,,,,,,MD,,10.3,,"uprooted, fallen over "
2009,2014,20,682,2.5,4.4,103,29,MALV,Apeiba aspera,,,,,,,,MD,,17,,
2009,2020,20,683,12.6,5.4,112.6,30.4,FABA,Inga edulis,D,,,MD,,17.2,1.3,,,13.5,1.4,
2009,,20,684,10.5,13.1,110.5,38.1,APOC,"aspidosperma ""small oval""",A,15.2,1.3,,,15.1,1.3,,,15.1,,acanalado
2009,2014,20,685,8.1,12.7,108,38,FABA,Inga edulis,,,,,,,,MQP,,26.1,1.7,
2009,2020,20,686,6.5,11,106.5,36,FABA,Inga edulis,D,,,ME,,38,1.3,,,30.5,,irregular
2009,2014,20,687,3,9,103,34,AREC,Iriartea deltoidea,,,,,,,,MQP,,24.3,1.7,
2009,,20,688,1.6,10.4,101.6,35.4,ANNO,Trigynaea duckei,A,18,1.3,,,17.5,1.3,I,,17.2,1.2,
2009,,20,689,3.8,14,103.8,39,ANNO,Unonopsis floribunda,A,23,1.3,,,20.6,1.3,,,17.3,,
2009,2020,20,690,3,16.8,103,41.8,FABA,Inga edulis,D,,,ME,,20.1,1.3,,,16,,
2009,2020,20,691,2.2,17.4,102.2,42.4,URTI,Pourouma cuspidata,D,,,ME,,14.2,1.3,,,11.2,,
2009,2020,20,692,4.2,24.6,104.2,49.6,FABA,Dipteryx micrantha,D,,,MP,,10.8,1.3,"Q,RB",Q=3.5m,10.7,,
2009,,20,693,5.3,22.5,105.3,47.5,ANAC,Tapirira guianensis,A,37.3,2,,,28,2,,,20,,
2009,,20,694,5.9,16,105.9,41,EUPH,Croton tessmannii,A,26,1.3,,,19.4,1.3,,,12.2,,
2009,2014,20,695,9.4,17.5,109,43,URTI,Pourouma cecropiifolia,,,,,,,,MP,,28,2.2,estimado
2009,,20,696,11.3,23.7,111.3,48.7,FABA,fabaceae cf piptadenia,A,35.6,1.3,,,23.1,1.3,,,11.9,1.4,
2009,,20,697,12.9,19,112.9,44,NYCT,"neea/guapira ""succulent faint venation""",A,28.5,1.3,,,26.2,1.3,,,24,1.4,acanalado
2009,,20,698,13.8,19.2,113.8,44.2,MYRI,Otoba parvifolia,A,19,1.2,,,17.2,1.2,,,15.3,,
2009,2020,20,699,16,20.5,116,45.5,SALI,Lunania parviflora,D,,,MPQ,,12.2,1.3,,,11.1,,
2009,,20,700,22.1,22.8,122.1,47.8,ELAE,Sloanea sinemariense,A,17,1.3,,,14.9,1.3,,,11.8,,
2009,,20,701,23.5,23.2,123.5,48.2,AREC,Iriartea deltoidea,A,25.5,2.1,,,23.3,2.1,,,22,2.1,estimado
2009,2014,20,702,24,24.2,124,49,URTI,Pourouma minor,,,,,,,,MEU,,12.4,,
2009,,20,703,19,18.5,119,43.5,MELI,Guarea gomma,A,24.7,1.5,,,22.9,1.5,,,21.5,1.5,
2009,,20,704,20.3,16.2,120.3,41.2,MYRI,Otoba parvifolia,A,44,1.5,,,41.1,1.5,,,35.7,1.5,
2009,,20,705,19.5,15.6,119.5,40.6,ANNO,Trigynaea duckei,A,15.1,1.7,,,14.4,1.7,,,13.8,1.7,
2009,,20,706,17.8,15,117.8,40,URTI,Cecropia sciadophylla,A,NM,2.9,,Aletas altas,48.7,2.9,,,35.5,2.5,estimado
2009,,20,707,15,9.8,115,34.8,BORA,Cordia cf ucayaliensis,A,13.7,1.3,,,12.8,1.3,,,11.3,,
2009,,20,708,23.7,10,123.7,35,LAUR,Pleurothyrium krukovii,A,11.8,1.3,,,11.8,1.3,,,11.6,,
2009,,20,709,22.8,7.9,122.8,32.9,MYRI,Otoba parvifolia,A,32.9,1.2,,,30.3,1.2,,,25.6,,
2009,,20,710,22.6,6,122.6,31,SAPO,Sarcaulus brasiliensis,A,24.2,1.5,,,24,1.5,,,23.8,1.5,
2009,2014,20,711,20.9,1,121,26,EUPH,Sapium marmieri,,,,,,,,MQP,,11.3,,
2009,,20,712,24.1,3.9,124.1,28.9,MYRI,Otoba parvifolia,A,25,1.3,,,24.7,1.3,,,23.5,,
2009,,21,713,4.9,2.3,129.9,27.3,EUPH,Sapium marmieri,A,11.1,1.3,,,10.5,1.3,,,10.3,,
2009,,21,714,8.1,0.4,133.1,25.4,RUBI,Macrocnemum roseum,A,12.1,1.3,"I, Q, RB",Sin copa,12,1.3,"I,Q",Q=1.7m,11.8,1.4,
2009,,21,715,8.5,0.9,133.5,25.9,ICAC,Calatola venezuelana,A,12.8,1.3,,,12.3,1.3,I,,12,,
2009,,21,716,8.3,6,133.3,31,MYRI,Otoba parvifolia,A,14.9,1.2,,,14.3,1.2,,,13.6,,
2009,2020,21,717,5.5,6.2,130.5,31.2,INDET,Liana,D,,,MD,,15,,,,14.6,,
2009,,21,718,5.5,8.4,130.5,33.4,ANNO,Oxandra cf polyantha,A,NM,6,,Aletas altas,58,6,,"DBH estimado; ex guatteria ""narrow oblanceolate faint venation""",58,6,"DBH estimado; ex guatteria ""narrow oblanceolate faint venation"""
2009,,21,719,1,10,126,35,MYRI,Otoba parvifolia,A,36.2,1.3,,,34.5,1.3,,,31.4,,
2009,,21,720,4,11.5,129,36.5,MYRI,Otoba parvifolia,A,16.7,1.3,,,16.2,1.3,,,14.8,,
2009,,21,721,5.5,12.7,130.5,37.7,MYRI,Otoba parvifolia,A,31.8,1.3,,,30,1.3,,,26.5,,
2009,,21,722,4,14.2,129,39.2,FABA,Dipteryx micrantha,A,14.4,1.7,,,13,1.7,,,11.9,1.7,
2009,,21,723,2.3,15.8,127.3,40.8,MYRI,Otoba parvifolia,A,35.6,1.2,,,32.1,1.2,,,27.8,,
2009,,21,724,7.5,16.2,132.5,41.2,MYRI,Otoba parvifolia,A,21.5,1.5,I,,18.8,1.5,I,,16.7,1.5,
2009,,21,725,7,18.3,132,43.3,AREC,Iriartea deltoidea,A,23.1,1.5,,,23,1.5,,,22.8,,
2009,2014,21,726,3,20.6,128,46,INDET,DEAD,,,,,,,,MD,,65,2,estimado
2009,2014,21,727,3.5,23,129,48,INDET,Liana,,,,,,,,MD,,13.9,,
2009,,21,728,0.8,24.9,125.8,49.9,ELAE,"Sloanea ""pubescent""",A,17.1,1.3,,,15,1.3,,,13.4,,
2009,2014,21,729,8.3,23.5,133,49,URTI,Pourouma minor,,,,,,,,MD,,18.8,,"Cicatriz, irregular"
2009,,21,730,11.9,22.5,136.9,47.5,URTI,Pourouma cuspidata,A,20.5,1.4,,,19.2,1.4,,,17.7,1.4,
2009,,21,731,14.3,21,139.3,46,ANNO,Unonopsis floribunda,A,12.7,1.3,,,12,1.3,,,10.7,,
2009,,21,732,14.8,21.3,139.8,46.3,ANNO,Ruizodendron ovale ,A,27.8,1.8,,,25.2,1.8,,,22.1,1.7,
